"Points:0","Points:1","Points:2","U:0","U:1","U:2","k","nut","omega","p","pointDisplacement:0","pointDisplacement:1","pointDisplacement:2"
0.49308,-0.051563,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49299,-0.050468,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4929,-0.04937,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49282,-0.04827,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49273,-0.047168,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49265,-0.046064,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49257,-0.044958,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49249,-0.043851,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49241,-0.042743,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49233,-0.041633,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49226,-0.040523,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49218,-0.039412,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49211,-0.038301,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49204,-0.03719,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49197,-0.036079,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4919,-0.034968,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49184,-0.033857,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49178,-0.032748,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49172,-0.031639,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49166,-0.030531,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4916,-0.029425,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49155,-0.02832,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49149,-0.027217,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49144,-0.026116,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4914,-0.025018,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49135,-0.023922,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49131,-0.022828,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49127,-0.021738,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49123,-0.02065,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4912,-0.019566,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49116,-0.018485,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49113,-0.017408,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49111,-0.016335,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49108,-0.015266,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49106,-0.014202,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49104,-0.013142,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49103,-0.012087,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49102,-0.011037,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49101,-0.0099927,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.491,-0.0089535,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.491,-0.0079201,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.491,-0.0068926,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.491,-0.0058712,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49101,-0.0048561,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49102,-0.0038476,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49103,-0.0028459,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49105,-0.0018512,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49107,-0.00086369,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49109,0.00011637,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49112,0.0010888,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49115,0.0020533,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49118,0.0030098,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49122,0.003958,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49126,0.0048976,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4913,0.0058285,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49135,0.0067505,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4914,0.0076633,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49146,0.0085668,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49152,0.0094606,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49158,0.010345,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49164,0.011219,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49171,0.012082,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49179,0.012936,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49186,0.013778,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49194,0.01461,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49203,0.01543,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49211,0.01624,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4922,0.017037,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4923,0.017823,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4924,0.018597,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4925,0.019359,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4926,0.020108,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49271,0.020845,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49282,0.021569,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49294,0.02228,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49306,0.022977,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49318,0.023661,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49331,0.024332,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49343,0.024988,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49357,0.02563,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4937,0.026258,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49384,0.026871,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49398,0.02747,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49413,0.028053,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49428,0.028622,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49443,0.029174,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49458,0.029712,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49474,0.030233,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4949,0.030738,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49506,0.031227,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49523,0.031699,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4954,0.032155,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49557,0.032593,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49575,0.033015,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49592,0.033419,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4961,0.033805,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49629,0.034174,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49647,0.034524,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49666,0.034857,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49685,0.03517,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49705,0.035465,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49724,0.035742,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49744,0.035999,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49765,0.036236,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49785,0.036455,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49806,0.036653,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49827,0.036831,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49848,0.036989,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4987,0.037127,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49892,0.037244,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49914,0.03734,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49937,0.037416,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49962,0.037469,0,0,0,0,0.0001882,0,0.121,0,0,0,0
0.5,0.0375,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.5,-0.1125,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4998,-0.11243,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49979,-0.11234,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49977,-0.11224,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49976,-0.11211,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49973,-0.11196,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49971,-0.11179,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49968,-0.11159,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49966,-0.11138,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49962,-0.11115,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49959,-0.1109,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49955,-0.11064,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49951,-0.11035,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49947,-0.11004,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49942,-0.10972,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49938,-0.10937,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49933,-0.10901,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49928,-0.10863,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49922,-0.10823,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49917,-0.10782,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49911,-0.10739,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49905,-0.10694,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49899,-0.10647,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49892,-0.10599,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49886,-0.10549,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49879,-0.10498,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49872,-0.10445,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49865,-0.1039,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49857,-0.10334,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4985,-0.10276,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49842,-0.10217,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49834,-0.10156,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49826,-0.10094,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49818,-0.1003,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4981,-0.099648,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49801,-0.098983,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49793,-0.098305,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49784,-0.097612,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49775,-0.096907,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49767,-0.096188,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49758,-0.095456,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49748,-0.094712,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49739,-0.093955,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4973,-0.093185,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49721,-0.092404,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49711,-0.091611,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49702,-0.090806,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49692,-0.08999,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49682,-0.089162,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49673,-0.088324,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49663,-0.087475,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49653,-0.086615,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49643,-0.085745,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49633,-0.084865,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49623,-0.083975,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49613,-0.083075,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49603,-0.082166,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49593,-0.081247,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49583,-0.08032,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49572,-0.079384,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49562,-0.078439,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49552,-0.077485,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49542,-0.076524,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49532,-0.075555,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49522,-0.074578,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49511,-0.073593,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49501,-0.072601,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49491,-0.071602,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49481,-0.070596,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49471,-0.069583,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49461,-0.068564,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49451,-0.067539,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49441,-0.066508,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49431,-0.065471,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49421,-0.064429,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49411,-0.063381,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49401,-0.062328,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49392,-0.06127,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49382,-0.060207,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49372,-0.05914,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49363,-0.058069,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49354,-0.056993,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49344,-0.055914,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49335,-0.054831,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49326,-0.053745,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49317,-0.052655,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49308,-0.051563,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49299,-0.050468,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4929,-0.04937,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49282,-0.04827,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49273,-0.047168,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49265,-0.046064,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49257,-0.044958,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49249,-0.043851,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49241,-0.042743,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49233,-0.041633,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49226,-0.040523,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49218,-0.039412,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49211,-0.038301,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49204,-0.03719,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49197,-0.036079,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4919,-0.034968,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49184,-0.033857,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49178,-0.032748,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49172,-0.031639,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49166,-0.030531,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4916,-0.029425,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49155,-0.02832,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49149,-0.027217,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49144,-0.026116,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4914,-0.025018,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49135,-0.023922,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49131,-0.022828,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49127,-0.021738,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49123,-0.02065,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4912,-0.019566,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49116,-0.018485,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49113,-0.017408,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49111,-0.016335,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49108,-0.015266,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49106,-0.014202,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49104,-0.013142,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49103,-0.012087,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49102,-0.011037,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49101,-0.0099927,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.491,-0.0089535,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.491,-0.0079201,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.491,-0.0068926,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.491,-0.0058712,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49101,-0.0048561,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49102,-0.0038476,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49103,-0.0028459,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49105,-0.0018512,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49107,-0.00086369,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49109,0.00011637,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49112,0.0010888,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49115,0.0020533,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49118,0.0030098,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49122,0.003958,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49126,0.0048976,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4913,0.0058285,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49135,0.0067505,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.4914,0.0076633,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49146,0.0085668,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49152,0.0094606,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49158,0.010345,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49164,0.011219,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
0.49171,0.012082,0.2,0,0,0,0.0001882,0,0.121,0,0,0,0
